repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/datawave,core/base-rest-responses/src/test/java/datawave/webservice/query/exception/QueryCanceledQueryExceptionTest.java,109,128,12,1,60,12,,,,,0,0.0,7,38,1.2,7,,2,,5
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/QueryCheckpoint.java,52,81,9,1,18,11,2,,,,6,10.3,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/tables/async/event/QueryChunk.java,31,62,5,1,6,6,1,,,,7,18.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/language/parser/lucene/QueryConfigHandler.java,11,19,1,1,3,1,,,,,4,26.7,1,5,1.5,1,,,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/tables/edge/contexts/QueryContext.java,731,967,57,4,424,270,355,26,2.7,2,69,8.6,37,367,1.7,37,,7,23,7
NationalSecurityAgency/datawave,microservices/services/query/service/src/main/java/datawave/microservice/query/QueryController.java,2542,2698,36,1,91,44,12,,,,102,3.9,,,,,,,,
NationalSecurityAgency/datawave,web-services/deploy/application/src/main/wildfly/overlay/tools/queryCreateHisto.py,92,126,5,0,90,19,28,,,,11,10.7,14,83,3.0,16,1,1,9,5
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/configuration/QueryData.java,440,557,53,6,216,87,41,,,,34,7.2,1,5,,1,,,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/next/scanner/QueryDataConsumer.java,112,142,5,1,57,15,19,,,,6,5.1,2,40,1.2,3,,,3,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/next/stats/QueryDataConsumerStats.java,33,46,8,1,8,8,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/configuration/QueryDataTest.java,85,105,4,1,61,7,3,,,,0,0.0,3,24,0.9,3,,3,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/predicate/QueryDateRangePredicate.java,34,52,5,1,11,9,6,,,,6,15.0,3,25,2.5,3,,,2,
NationalSecurityAgency/datawave,core/base-rest-responses/src/main/java/datawave/webservice/query/exception/QueryException.java,83,143,18,1,36,21,5,,,,18,17.8,1,15,0.6,1,,,,1
NationalSecurityAgency/datawave,core/base-rest-responses/src/test/java/datawave/webservice/query/exception/QueryExceptionTest.java,130,233,12,1,78,12,,,,,27,17.2,10,85,2.2,10,,5,1,4
NationalSecurityAgency/datawave,core/base-rest-responses/src/main/java/datawave/webservice/query/exception/QueryExceptionType.java,153,186,13,1,53,38,4,33,17.7,5,0,0.0,1,1,,1,,,,1
NationalSecurityAgency/datawave,core/base-rest-responses/src/test/java/datawave/webservice/query/exception/QueryExceptionTypeTest.java,14,19,2,1,3,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/main/java/datawave/microservice/query/executor/QueryExecutor.java,286,362,22,1,133,45,41,,,,21,6.8,2,21,0.2,2,,1,,1
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/runner/QueryExecutor.java,47,416,27,1,0,0,,,,,257,84.5,3,55,3.9,3,,,2,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/runner/QueryExecutorBean.java,2839,4041,74,4,1585,394,654,537,13.3,35,705,19.9,75,1051,1.2,78,,40,25,6
NationalSecurityAgency/datawave,web-services/modification/src/main/java/datawave/webservice/modification/QueryExecutorBeanService.java,35,44,5,1,6,6,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/runner/QueryExecutorBeanTest.java,661,816,20,1,403,37,25,39,4.8,2,34,4.9,38,224,1.1,41,,11,17,12
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/main/java/datawave/microservice/query/executor/config/QueryExecutorConfig.java,45,54,5,1,5,5,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/main/java/datawave/microservice/query/executor/QueryExecutorController.java,130,182,9,1,62,18,10,,,,25,16.1,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/main/java/datawave/microservice/query/executor/QueryExecutorService.java,12,18,1,1,1,1,,,,,1,7.7,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/main/java/datawave/microservice/query/executor/QueryExecutorStateService.java,9,39,3,1,0,0,,,,,11,55.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-executor/service/src/test/java/datawave/microservice/query/executor/QueryExecutorTest.java,642,825,21,8,340,69,38,553,67.0,40,33,4.9,46,389,2.0,46,,16,16,14
NationalSecurityAgency/datawave,web-services/deploy/configuration/src/main/resources/datawave/query/QueryExpiration.xml,18,27,,,,,,,,,4,18.2,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/cache/QueryExpirationBean.java,184,259,7,1,81,39,64,,,,32,14.8,1,35,0.6,1,,1,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/cache/QueryExpirationBeanTest.java,184,315,13,1,116,14,2,,,,50,21.4,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query/api/src/main/java/datawave/microservice/query/config/QueryExpirationProperties.java,188,243,47,1,47,47,,18,7.4,1,1,0.5,5,60,1.1,5,,,1,3
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/jexl/visitors/QueryFieldsVisitor.java,263,332,46,1,65,49,5,148,44.6,12,9,3.3,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/jexl/visitors/QueryFieldsVisitorTest.java,340,437,61,1,143,61,,,,,15,4.2,12,60,0.6,12,,,,12
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/language/functions/QueryFunction.java,12,23,7,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/QueryFunctionQueryTest.java,265,346,18,3,95,25,11,75,21.7,12,24,8.3,13,145,1.8,13,2,3,4,3
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/jexl/functions/QueryFunctions.java,214,297,20,1,94,64,75,,,,40,15.7,18,306,4.8,18,,15,1,2
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/jexl/functions/QueryFunctionsDescriptor.java,353,412,16,2,138,126,66,,,,26,6.9,7,71,0.7,7,1,1,5,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/jexl/functions/QueryFunctionsDescriptorTest.java,181,255,9,1,94,10,2,,,,6,3.2,33,258,4.8,33,,3,1,29
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/jexl/functions/QueryFunctionsTest.java,176,272,26,5,80,26,,126,46.3,5,26,12.9,5,49,0.9,5,,4,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/jexl/util/QueryGenerator.java,39,77,36,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/java/datawave/microservice/querymetric/QueryGeometry.java,54,75,9,1,18,16,7,,,,1,1.8,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/handler/QueryGeometryHandler.java,9,15,2,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/map/QueryGeometryHandler.java,7,12,1,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/java/datawave/microservice/querymetric/QueryGeometryResponse.java,78,106,12,1,21,13,2,,,,1,1.3,2,25,1.1,2,,1,,1
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryHeartbeat.java,75,126,10,1,30,20,16,,,,16,17.6,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryHeartbeatCache.java,111,231,15,2,49,27,16,,,,48,30.2,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryHeartbeatCacheTest.java,167,253,15,1,104,19,2,32,12.6,2,22,11.6,6,89,1.8,6,,5,1,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryHeartbeatTest.java,99,167,12,1,50,15,1,,,,20,16.8,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query/api/src/main/java/datawave/microservice/query/QueryImpl.java,883,1016,71,2,446,250,75,29,2.9,5,2,0.2,28,194,0.7,28,7,1,7,12
NationalSecurityAgency/datawave,web-services/client/src/main/java/datawave/webservice/result/QueryImplListResponse.java,209,238,8,1,103,53,5,55,23.1,6,0,0.0,2,40,0.6,2,,,2,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/util/QueryInformation.java,131,170,13,1,57,29,36,,,,2,1.5,5,36,0.9,5,1,1,,3
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/iterator/QueryInformationIterator.java,124,158,11,1,45,21,30,39,24.7,2,3,2.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/iterator/QueryIterator.java,1203,1730,65,3,588,267,287,36,2.1,1,257,17.6,17,178,0.5,17,,2,9,3
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/QueryIteratorIT.java,1236,1747,154,1,675,170,35,45,2.6,2,221,15.2,48,762,2.1,48,,42,3,3
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/QueryIteratorTest.java,130,174,11,1,76,11,,49,28.2,4,12,8.5,14,235,6.0,15,,9,1,5
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/testframework/QueryJexl.java,358,484,25,6,198,62,76,,,,64,15.2,13,80,0.7,13,,10,,2
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/QueryKey.java,76,105,13,1,25,18,5,,,,4,5.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLimitConfiguration.java,69,115,15,1,18,22,3,,,,8,10.4,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLimitConstants.java,7,14,0,1,0,0,,,,,1,12.5,1,5,2.4,1,,,1,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLimiter.java,278,503,26,3,151,66,81,,,,100,26.5,8,80,1.0,8,,5,3,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryLimiterConcurrencyTest.java,404,595,32,5,224,59,43,,,,66,14.0,12,114,0.9,13,,10,1,2
NationalSecurityAgency/datawave,web-services/deploy/configuration/src/main/resources/datawave/query/QueryLimiterFactory.xml,19,156,,,,,,,,,101,84.2,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLimiterResponse.java,41,57,8,1,12,11,3,,,,1,2.4,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryLimiterSpringTest.java,39,54,1,1,20,1,,,,,1,2.5,2,18,1.5,2,,2,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryLimiterTest.java,309,507,20,1,225,23,4,133,26.2,9,66,17.6,20,89,1.0,20,,7,13,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/core/iterators/querylock/QueryLock.java,88,114,12,2,37,24,34,,,,1,1.1,4,83,3.1,4,,1,3,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/QueryLogic.java,131,512,70,1,20,14,7,,,,164,55.6,5,60,1.5,5,1,,2,
NationalSecurityAgency/datawave,web-services/client/src/main/java/datawave/webservice/query/result/logic/QueryLogicDescription.java,100,137,21,1,20,21,,,,,2,2.0,,,,,,,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/QueryLogicFactory.java,9,30,3,1,0,0,,,,,11,55.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/resources/datawave/query/QueryLogicFactory.xml,618,722,,,,,,,,,54,8.0,4,20,0.1,4,,,4,
NationalSecurityAgency/datawave,microservices/starters/query/src/main/resources/QueryLogicFactory.xml,393,566,,,,,,,,,102,20.6,2,5,,2,,,1,
NationalSecurityAgency/datawave,microservices/configcheck/src/test/resources/input/microservice/QueryLogicFactory.xml,395,563,,,,,,,,,98,19.9,1,5,,1,,,1,
NationalSecurityAgency/datawave,microservices/configcheck/src/test/resources/input/webservice/QueryLogicFactory.xml,546,690,,,,,,,,,76,12.2,1,5,,1,,,1,
NationalSecurityAgency/datawave,microservices/configcheck/src/test/resources/rendered/webservice/QueryLogicFactory.xml,544,694,,,,,,,,,76,12.3,1,5,,1,,,1,
NationalSecurityAgency/datawave,microservices/configcheck/src/test/resources/rendered/microservice/QueryLogicFactory.xml,395,563,,,,,,,,,98,19.9,1,5,,1,,,1,
NationalSecurityAgency/datawave,web-services/deploy/configuration/src/main/resources/datawave/query/QueryLogicFactory.xml,650,814,,,,,,,,,77,10.6,1,5,,1,,,1,
NationalSecurityAgency/datawave,microservices/starters/query/src/main/java/datawave/microservice/query/logic/config/QueryLogicFactoryConfiguration.java,98,113,8,1,29,15,7,,,,0,0.0,1,5,0.2,1,,,1,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/logic/QueryLogicFactoryConfiguration.java,28,43,7,1,7,8,1,,,,4,12.5,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/logic/QueryLogicFactoryImpl.java,90,114,4,1,39,15,17,,,,1,1.1,,,,,,,,
NationalSecurityAgency/datawave,microservices/starters/query/src/main/java/datawave/microservice/query/logic/config/QueryLogicFactoryProperties.java,43,58,10,1,10,10,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/starters/query/src/test/java/datawave/microservice/query/logic/QueryLogicFactoryTest.java,61,72,2,3,19,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/filtered/QueryLogicFilterByAuth.java,39,59,8,1,12,9,1,17,28.8,1,4,9.3,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/logic/filtered/QueryLogicFilterByAuthTest.java,54,62,3,1,35,3,,,,,0,0.0,2,22,1.4,2,,2,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/filtered/QueryLogicFilterByDate.java,11,28,1,1,1,1,,,,,7,38.9,,,,,,,,
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/filtered/QueryLogicFilterByParameter.java,42,62,9,1,14,10,1,17,27.4,1,3,6.7,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/logic/filtered/QueryLogicFilterByParameterTest.java,54,62,3,1,37,3,,,,,0,0.0,1,8,0.5,1,,1,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLogicGroupLimit.java,50,70,8,1,18,14,5,,,,4,7.4,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLogicGroupLimitConfiguration.java,49,73,11,1,15,15,3,,,,5,9.3,,,,,,,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLogicGroupLimitProvider.java,117,190,9,2,64,27,28,,,,31,20.9,1,15,0.4,1,,,,1
NationalSecurityAgency/datawave,web-services/query/src/test/java/datawave/webservice/query/limit/QueryLogicGroupLimitProviderTest.java,127,209,16,1,64,16,,,,,13,9.3,4,60,1.6,4,,4,,
NationalSecurityAgency/datawave,web-services/query/src/main/java/datawave/webservice/query/limit/QueryLogicGroupQueryLimit.java,42,71,8,1,13,12,3,,,,10,19.2,,,,,,,,
NationalSecurityAgency/datawave,web-services/client/src/main/java/datawave/webservice/result/QueryLogicResponse.java,70,104,6,1,32,8,4,42,40.4,3,5,6.7,4,22,1.0,4,,2,,2
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/testframework/QueryLogicTestHarness.java,157,230,6,3,85,30,49,19,8.3,1,32,16.9,5,46,1.0,5,,2,2,1
NationalSecurityAgency/datawave,core/query/src/main/java/datawave/core/query/logic/QueryLogicTransformer.java,12,38,4,1,0,0,,,,,10,45.5,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/tables/QueryMacroFunction.java,51,66,5,1,26,10,11,,,,4,7.3,3,11,0.7,3,,,2,1
NationalSecurityAgency/datawave,microservices/services/query/service/src/main/java/datawave/microservice/query/QueryManagementService.java,1256,2647,66,1,701,201,263,,,,1036,45.2,18,225,0.6,24,,7,14,2
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/static/css/queryMap.css,20,24,,,,,,,,,1,4.8,,,,,,,,
NationalSecurityAgency/datawave,web-services/web-root/src/main/webapp/queryMap.css,17,20,,,,,,,,,1,5.6,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/static/js/queryMap.js,73,128,12,0,49,18,19,126,98.4,1,26,26.3,9,39,1.8,9,,7,1,1
NationalSecurityAgency/datawave,web-services/web-root/src/main/webapp/queryMap.js,73,128,12,0,49,18,19,126,98.4,1,26,26.3,9,39,1.8,9,,7,1,1
NationalSecurityAgency/datawave,web-services/query-websocket/src/main/java/datawave/webservice/websocket/messages/QueryMessage.java,7,13,1,2,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/client/src/main/java/datawave/webservice/query/QueryMessages.java,2344,3541,284,7,1232,528,385,203,5.7,18,372,13.7,71,304,0.4,80,2,2,18,58
NationalSecurityAgency/datawave,microservices/starters/query/src/main/java/datawave/microservice/query/messaging/config/QueryMessagingConfiguration.java,6,9,0,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/static/js/querymetric-functions.js,17,25,2,0,11,7,6,,,,6,26.1,2,10,2.0,2,,1,,1
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/templates/querymetric-horizontal.html,160,171,,,,2,,30,17.5,1,6,3.6,1,5,0.1,4,,,4,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/templates/querymetric.html,185,204,,,,2,,29,14.2,1,6,3.1,1,5,0.1,4,,,4,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/java/datawave/microservice/querymetric/QueryMetric.java,648,710,11,1,398,165,16,132,18.6,1,0,0.0,3,75,0.4,3,,,2,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/config/QueryMetricCacheConfiguration.java,30,40,1,1,2,1,,,,,2,6.3,2,9,1.0,2,,1,1,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/config/QueryMetricCacheProperties.java,33,45,6,2,6,6,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/starters/query-metric/src/main/java/datawave/microservice/querymetric/QueryMetricClient.java,273,381,22,3,123,54,53,,,,33,10.8,2,22,0.3,4,,,4,
NationalSecurityAgency/datawave,microservices/starters/query-metric/src/main/java/datawave/microservice/querymetric/config/QueryMetricClientConfiguration.java,7,11,0,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/starters/query-metric/src/main/java/datawave/microservice/querymetric/config/QueryMetricClientProperties.java,105,140,26,2,26,26,,36,25.7,1,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/handler/QueryMetricCombiner.java,219,274,4,1,139,86,138,,,,35,13.8,4,119,1.8,4,,1,1,2
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/QueryMetricConsistencyTest.java,371,446,13,1,239,22,13,,,,27,6.8,8,80,0.7,8,,4,1,2
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/function/QueryMetricConsumer.java,67,78,3,1,30,11,18,,,,1,1.5,3,42,2.1,3,,,2,1
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/java/datawave/microservice/querymetric/QueryMetricFactory.java,5,9,2,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/java/datawave/microservice/querymetric/QueryMetricFactoryImpl.java,15,19,2,1,5,3,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/common/src/main/java/datawave/metrics/QueryMetricFactoryProducer.java,12,20,1,1,1,1,,,,,2,14.3,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/api/src/main/resources/templates/querymetricgeometry.html,21,26,,,,1,,,,,3,12.5,1,5,0.8,3,,,3,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/main/java/datawave/microservice/querymetric/handler/QueryMetricHandler.java,19,35,8,1,0,0,,,,,2,9.5,3,55,9.6,3,,,2,
